project_id,project_name,address,neighborhood,status,units_total,permit_count,valuation_total,first_date_received,last_date_issued,last_final_date,longitude,latitude,developer,permit_case_id,source_url,source_type,notes,last_updated
2018-LOG-0002293,17887 E 54TH AVE,17887 E 54TH AVE,Gateway - Green Valley Ranch,Delivered,1,1,92326.0,2018-06-22,2018-07-20,2019-04-12,-104.77937,39.796071,OAKWOOD HOMES LLC,2018-LOG-0002293,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2021-LOG-0005721,9888 E 63RD PL,9888 E 63RD PL,Central Park,Delivered,1,1,437999.0,2021-06-23,2021-08-27,2022-04-27,-104.872797,39.810746,LENNAR COLORADO LLC,2021-LOG-0005721,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3804 FRANKLIN ST,3804 FRANKLIN ST,3804 FRANKLIN ST,Cole,Delivered,1,1,147375.0,2017-04-18,2018-03-06,2019-02-12,-104.96796,39.770327,REGEL MANAGEMENT LLC,3804 FRANKLIN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1577 N GROVE ST 2 UNIT,1577 N GROVE ST 2 UNIT,1577 N GROVE ST 2 UNIT,West Colfax,Delivered,1,1,158000.0,2018-04-04,2018-11-13,2020-06-25,-105.027286,39.742104,DAWN DEVELOPMENT INC,1577 N GROVE ST 2 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2023-LOG-0010819,5138 N WACO ST SFR,5138 N WACO ST SFR,Gateway - Green Valley Ranch,Delivered,1,1,128848.0,2023-10-13,2023-12-26,2024-03-06,-104.777407,39.790028,OAKWOOD HOMES LLC,2023-LOG-0010819,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0000485,10100 E 59TH DR,10100 E 59TH DR,Central Park,Delivered,1,1,277420.0,2019-02-04,2020-01-14,2020-06-26,-104.869694,39.805118,THB SF LLC,2019-LOG-0000485,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2163 S GALAPAGO ST,2163 S GALAPAGO ST,2163 S GALAPAGO ST,Overland,Delivered,1,1,191059.0,2018-03-14,2018-05-24,2019-10-18,-104.996156,39.677323,HABITAT FOR HUMANITY OF METRO DENVER INC,2163 S GALAPAGO ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2545 E 27TH AVE,2545 E 27TH AVE,2545 E 27TH AVE,Skyland,Delivered,1,1,94005.0,2017-06-27,2018-04-18,2019-04-15,-104.956802,39.755853,PRECISION HOMES LLC,2545 E 27TH AVE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2023-LOG-0003928,5112 N WACO ST,5112 N WACO ST,Gateway - Green Valley Ranch,Delivered,1,1,157827.0,2023-05-26,2023-05-30,2023-10-10,-104.777661,39.789949,OAKWOOD HOMES LLC,2023-LOG-0003928,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0004228,15680 E BOLLING DR,15680 E BOLLING DR,Gateway - Green Valley Ranch,Delivered,1,1,181374.0,2019-08-27,2019-09-16,2020-02-25,-104.806306,39.779959,WILLIAM LYON HOMES INC COLORADO DIVISION-VILLAGE HOMES,2019-LOG-0004228,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0004934,20382 E 52ND AVE,20382 E 52ND AVE,Gateway - Green Valley Ranch,Delivered,1,1,169941.0,2018-10-11,2018-10-19,2019-05-22,-104.751304,39.790845,OAKWOOD HOMES LLC,2018-LOG-0004934,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0002240,647 N ALBION ST,647 N ALBION ST,Hale,Delivered,1,1,460000.0,2019-06-25,2019-07-24,2019-12-18,-104.939771,39.726582,HOME OWNER,2019-LOG-0002240,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2017-LOG-0005738,9341 E 59TH NORTH PL,9341 E 59TH NORTH PL,Central Park,Delivered,1,1,236930.0,2017-12-05,2018-03-01,2018-05-25,-104.879842,39.804675,KB HOME COLORADO INC,2017-LOG-0005738,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
335 N JACKSON ST,335 N JACKSON ST,335 N JACKSON ST,Cherry Creek,Delivered,1,1,389695.0,2018-03-12,2018-07-27,2020-03-17,-104.942789,39.72174,CHALET DEVELOPMENT LLC,335 N JACKSON ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0003945,18136 E 53RD DR,18136 E 53RD DR,Gateway - Green Valley Ranch,Delivered,1,1,196438.0,2018-08-10,2018-08-20,2019-01-09,-104.776345,39.793689,OAKWOOD HOMES LLC,2018-LOG-0003945,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0001053,15887 E ELK PL,15887 E ELK PL,Gateway - Green Valley Ranch,Delivered,1,1,170712.0,2018-03-20,2018-04-19,2018-10-08,-104.803168,39.781445,WILLIAM LYON HOMES INC COLORADO DIVISION-VILLAGE HOMES,2018-LOG-0001053,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0006465,5397 N ARGONNE ST,5397 N ARGONNE ST,Gateway - Green Valley Ranch,Delivered,1,1,195360.0,2019-12-19,2020-01-06,2020-11-02,-104.770081,39.793732,OAKWOOD HOMES LLC,2019-LOG-0006465,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2020-LOG-0003472,6461 N CEYLON ST,6461 N CEYLON ST,DIA,Delivered,1,1,198112.0,2020-07-24,2020-08-17,,-104.765605,39.814006,WILLIAM LYON HOMES INC,2020-LOG-0003472,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0000947,5843 N GENEVA ST,5843 N GENEVA ST,Central Park,Delivered,1,1,278293.0,2019-03-11,2019-03-26,2019-08-09,-104.867738,39.803002,KB HOME COLORADO INC,2019-LOG-0000947,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2017-LOG-0006194,17997 E 54TH AVE,17997 E 54TH AVE,Gateway - Green Valley Ranch,Delivered,1,1,113393.0,2018-02-12,2018-02-20,2018-06-19,-104.776915,39.794573,OAKWOOD HOMES LLC,2017-LOG-0006194,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
6870 E ARCHER DR,6870 E ARCHER DR,6870 E ARCHER DR,Lowry Field,Delivered,1,1,117986.0,2018-09-05,2018-11-20,2020-02-19,-104.908748,39.715051,SEAN SMITH CONSTRUCTION INC,6870 E ARCHER DR,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2017-LOG-0005681,9253 E 61ST PL,9253 E 61ST PL,Central Park,Delivered,1,1,212483.0,2017-12-27,2018-03-13,2018-07-19,-104.88147,39.808113,KB HOME COLORADO INC,2017-LOG-0005681,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
6836 E ARCHER DR,6836 E ARCHER DR,6836 E ARCHER DR,Lowry Field,Delivered,1,1,134867.0,2018-09-05,2018-11-20,2019-12-05,-104.909342,39.715029,SEAN SMITH CONSTRUCTION INC,6836 E ARCHER DR,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2020-LOG-0011901,6354 N DALLAS CT,6354 N DALLAS CT,Central Park,Delivered,1,1,300000.0,2021-01-12,2021-01-19,2021-07-19,-104.877966,39.811095,THB SF LLC,2020-LOG-0011901,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2417 S CHEROKEE ST,2417 S CHEROKEE ST,2417 S CHEROKEE ST,Overland,Delivered,1,1,240707.0,2020-05-13,2020-08-06,2021-07-15,-104.991283,39.672682,MBT CUSTOM HOMES LLC,2417 S CHEROKEE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2017-LOG-0006099,5041 N MALAYA ST,5041 N MALAYA ST,Gateway - Green Valley Ranch,Delivered,1,1,330007.0,2018-01-18,2018-03-23,2018-06-01,-104.742834,39.786911,OAKWOOD HOMES LLC,2017-LOG-0006099,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
510 N STEELE ST,510 N STEELE ST,510 N STEELE ST,Cherry Creek,Delivered,1,1,400000.0,2020-01-06,2020-01-29,2021-03-31,-104.949625,39.724455,AUGUSTEN MULLER HOMES LLC,510 N STEELE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1001 N NEWPORT ST,1001 N NEWPORT ST,1001 N NEWPORT ST,Montclair,Delivered,1,1,780000.0,2020-02-26,2020-05-15,2020-12-30,-104.909702,39.731833,ZACKERY ENTERPRISES,1001 N NEWPORT ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
4043 N LOWELL BLVD SFD,4043 N LOWELL BLVD SFD,4043 N LOWELL BLVD SFD,Berkeley,Delivered,1,1,377869.0,2023-03-22,2023-05-18,2024-03-13,-105.03486,39.772765,KLM CONSTRUCTION INC,4043 N LOWELL BLVD SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2017-LOG-0005247,1156 S SAINT PAUL ST,1156 S SAINT PAUL ST,Cory - Merrill,Delivered,1,1,700000.0,2018-01-10,2018-03-15,2018-12-28,-104.95089,39.695459,D G L CONST-SERV INC,2017-LOG-0005247,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1348 N ZENOBIA,1348 N ZENOBIA,1348 N ZENOBIA,West Colfax,Delivered,1,1,179961.0,2020-06-19,2021-04-10,2021-11-16,-105.051756,39.737544,UNITED DREAM BUILDERS LLC,1348 N ZENOBIA,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
461 N ADAMS,461 N ADAMS,461 N ADAMS,Cherry Creek,Delivered,1,1,450000.0,2019-03-22,2019-05-21,2020-10-16,-104.948807,39.723649,CORNERSTONE BUILDING SOLUTIONS LLC,461 N ADAMS,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2017-LOG-0004968,4383 E DARTMOUTH AVE,4383 E DARTMOUTH AVE,University Hills,Delivered,1,1,385000.0,2018-05-07,2018-06-21,2019-07-25,-104.936621,39.660605,MCHUGH CONSTRUCTION LLC,2017-LOG-0004968,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0000775,5202 N TRUCKEE ST,5202 N TRUCKEE ST,Gateway - Green Valley Ranch,Delivered,1,1,358939.0,2018-02-26,2018-03-14,2018-08-08,-104.780483,39.791611,OAKWOOD HOMES LLC,2018-LOG-0000775,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2017-LOG-0006393,5273 N URAVAN ST,5273 N URAVAN ST,Gateway - Green Valley Ranch,Delivered,1,1,246416.0,2018-01-16,2018-01-24,2018-05-23,-104.779898,39.792497,OAKWOOD HOMES LLC,2017-LOG-0006393,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
4253 N NAVAJO ST,4253 N NAVAJO ST,4253 N NAVAJO ST,Sunnyside,Delivered,1,1,271049.0,2020-07-09,2021-01-13,2021-10-22,-105.004421,39.77529,JUST CONSTRUCTION,4253 N NAVAJO ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0002680,5305 N VENTURA ST,5305 N VENTURA ST,Gateway - Green Valley Ranch,Delivered,1,1,188718.0,2018-06-18,2018-07-06,2018-11-07,-104.778804,39.792952,OAKWOOD HOMES LLC,2018-LOG-0002680,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
631 S MONROE WAY SFR,631 S MONROE WAY SFR,631 S MONROE WAY SFR,Belcaro,Delivered,1,1,496497.0,2019-11-07,2020-05-15,2021-06-16,-104.948589,39.705694,REDSTONE CONSTRUCTION INC,631 S MONROE WAY SFR,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0000290,10388 E 57TH AVE,10388 E 57TH AVE,Central Park,Delivered,1,1,251634.0,2019-01-29,2019-02-08,2019-06-27,-104.867389,39.799854,KB HOME COLORADO INC,2019-LOG-0000290,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
540 S GAYLORD ST 1/2 DUPLEX,540 S GAYLORD ST 1/2 DUPLEX,540 S GAYLORD ST 1/2 DUPLEX,Washington Park,Delivered,1,1,402981.0,2022-10-17,2023-04-11,,-104.961455,39.706657,JB CONCRETE INC,540 S GAYLORD ST 1/2 DUPLEX,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1242 N PERRY ST,1242 N PERRY ST,1242 N PERRY ST,West Colfax,Delivered,1,1,240000.0,2020-06-23,2020-09-01,,-105.0389,39.735682,LUX BUILDERS LLC,1242 N PERRY ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2021-LOG-0005806,6237 N FLORENCE WAY,6237 N FLORENCE WAY,Central Park,Delivered,1,1,438691.0,2021-06-25,2021-09-03,2022-05-26,-104.870103,39.809944,LENNAR COLORADO LLC,2021-LOG-0005806,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0001650,5291 N TRUCKEE ST,5291 N TRUCKEE ST,Gateway - Green Valley Ranch,Delivered,1,1,256825.0,2018-04-16,2018-05-03,2018-09-24,-104.780948,39.792789,OAKWOOD HOMES LLC,2018-LOG-0001650,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2017-LOG-0006348,5283 N URAVAN ST,5283 N URAVAN ST,Gateway - Green Valley Ranch,Delivered,1,1,257850.0,2018-01-02,2018-02-01,2018-05-18,-104.779896,39.792684,OAKWOOD HOMES LLC,2017-LOG-0006348,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0001876,9704 E 60TH PL,9704 E 60TH PL,Central Park,Delivered,1,1,538000.0,2019-04-26,2019-06-25,2019-12-09,-104.874414,39.807471,INFINITY HOME COLLECTION AT STAPLETON LLC,2019-LOG-0001876,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1571 N GROVE ST 2 UNIT,1571 N GROVE ST 2 UNIT,1571 N GROVE ST 2 UNIT,West Colfax,Delivered,1,1,200000.0,2018-04-04,2018-11-13,2020-06-25,-105.027006,39.742012,DAWN DEVELOPMENT INC,1571 N GROVE ST 2 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0002626,4495 N MEADE ST,4495 N MEADE ST,Berkeley,Delivered,1,1,61000.0,2019-07-09,2019-07-18,,-105.035969,39.778244,BUILD6 LLC,2019-LOG-0002626,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2020-LOG-0009496,20700 E BEEKMAN PL,20700 E BEEKMAN PL,Gateway - Green Valley Ranch,Delivered,1,1,388051.0,2020-11-13,2020-11-19,2021-06-16,-104.746334,39.786689,OAKWOOD HOMES LLC,2020-LOG-0009496,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2021-LOG-0009509,10352 E 63RD AVE,10352 E 63RD AVE,Central Park,Delivered,1,1,317579.0,2021-09-02,2021-09-08,2022-04-13,-104.867132,39.810513,THB SF LLC,2021-LOG-0009509,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0004398,5395 N WALDEN CT,5395 N WALDEN CT,Gateway - Green Valley Ranch,Delivered,1,1,242278.0,2018-08-24,2018-09-10,2019-03-22,-104.775321,39.794245,OAKWOOD HOMES LLC,2018-LOG-0004398,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1826 N IRVING ST 5 UNIT,1826 N IRVING ST 5 UNIT,1826 N IRVING ST 5 UNIT,West Colfax,Delivered,1,1,157824.0,2018-03-19,2018-08-17,2019-12-31,-105.029531,39.74572,DIRC HOMES LLC,1826 N IRVING ST 5 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
4107 N BRYANT ST SFD,4107 N BRYANT ST SFD,4107 N BRYANT ST SFD,Sunnyside,Delivered,1,1,375000.0,2022-11-03,2023-05-18,2024-03-27,-105.019225,39.773197,J&M DEVELOPMENT,4107 N BRYANT ST SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2021-LOG-0006870,18605 E 54TH AVE,18605 E 54TH AVE,Gateway - Green Valley Ranch,Delivered,1,1,181720.0,2021-11-02,2021-11-05,,-104.771256,39.794022,OAKWOOD HOMES LLC,2021-LOG-0006870,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1640 N JULIAN ST 5 UNIT,1640 N JULIAN ST 5 UNIT,1640 N JULIAN ST 5 UNIT,West Colfax,Delivered,1,1,199229.0,2018-01-19,2018-10-31,2020-05-04,-105.031317,39.743482,CORNERSTONE DDB LTD,1640 N JULIAN ST 5 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0006710,10050 E 59TH DR,10050 E 59TH DR,Central Park,Delivered,1,1,227450.0,2019-01-08,2019-01-17,2019-07-25,-104.870386,39.804957,WEEKLEY HOMES LLC,2018-LOG-0006710,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1080 N IVY ST,1080 N IVY ST,1080 N IVY ST,Montclair,Delivered,1,1,450000.0,2020-06-17,2021-11-05,2022-01-20,-104.920236,39.733334,SF CONSTRUCTION MANAGEMENT,1080 N IVY ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2017-LOG-0005389,3049 S CHERRY WAY,3049 S CHERRY WAY,University Hills,Delivered,1,1,250000.0,2018-01-19,2018-02-12,2019-02-12,-104.93411,39.661867,INTERMETRIX INVESTMENTS LLC,2017-LOG-0005389,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0004255,9678 E 57TH AVE,9678 E 57TH AVE,Central Park,Delivered,1,1,259798.0,2018-09-27,2018-11-15,2019-07-30,-104.874812,39.800347,THB SF LLC,2018-LOG-0004255,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3780 E NIELSEN LN,3780 E NIELSEN LN,3780 E NIELSEN LN,Wellshire,Delivered,1,1,685000.0,2019-04-12,2019-06-25,2020-06-22,-104.943319,39.663896,COREVENTURE LLC,3780 E NIELSEN LN,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2021-LOG-0002241,9752 E 62ND DR,9752 E 62ND DR,Central Park,Delivered,1,1,294550.0,2021-03-23,2021-03-29,2021-09-02,-104.875529,39.809783,THB SF LLC,2021-LOG-0002241,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0002284,20383 E 53RD DR,20383 E 53RD DR,Gateway - Green Valley Ranch,Delivered,1,1,215908.0,2018-06-12,2018-07-06,2019-04-10,-104.752106,39.792362,OAKWOOD HOMES LLC,2018-LOG-0002284,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2911 S COOK ST SFD,2911 S COOK ST SFD,2911 S COOK ST SFD,Wellshire,Delivered,1,1,750000.0,2022-10-10,2023-06-02,2024-01-04,-104.947292,39.664576,DOKKEN BUILT LLC.,2911 S COOK ST SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2020-LOG-0011127,6562 N CEYLON ST SFR,6562 N CEYLON ST SFR,DIA,Delivered,1,1,160452.0,2020-12-17,2020-12-23,2021-06-24,-104.765242,39.816043,WILLIAM LYON HOMES INC,2020-LOG-0011127,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0004090,1028 S KRAMERIA ST,1028 S KRAMERIA ST,Washington Virginia Vale,Delivered,1,1,185000.0,2018-08-27,2019-05-07,,-104.916257,39.697876,HOME OWNER,2018-LOG-0004090,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0003096,5023 W 30TH AVE,5023 W 30TH AVE,West Highland,Delivered,1,1,301635.0,2019-07-15,2019-12-18,2020-10-15,-105.051364,39.760421,WORK SHOP DENVER,2019-LOG-0003096,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0004476,15554 E 47TH DR,15554 E 47TH DR,Gateway - Green Valley Ranch,Delivered,1,1,291917.0,2018-08-29,2018-09-25,2019-03-27,-104.807389,39.781327,WILLIAM LYON HOMES INC COLORADO DIVISION-VILLAGE HOMES,2018-LOG-0004476,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
