project_id,project_name,address,neighborhood,status,units_total,permit_count,valuation_total,first_date_received,last_date_issued,last_final_date,developer,permit_case_id,source_url,last_updated
2021-LOG-0005963,9784 E 62ND DR,9784 E 62ND DR,Central Park,Delivered,1,1,224413.0,2021-06-18,2021-06-22,,BROOKFIELD (COLORADO) MANAGEMENT LLC,2021-LOG-0005963,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
3427 S CHERRY,3427 S CHERRY,3427 S CHERRY,University Hills,Delivered,1,1,410490.0,2019-04-24,2019-10-10,2020-08-11,AIM INVESTMENT SOLUTIONS INC,3427 S CHERRY,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1462 N ZENOBIA ST,1462 N ZENOBIA ST,1462 N ZENOBIA ST,West Colfax,Delivered,1,1,220000.0,2018-03-16,2018-05-02,2019-07-09,JUST BUILDERS CO LLC,1462 N ZENOBIA ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0002064,6150 N DALLAS BLDG #3,6150 N DALLAS BLDG #3,Central Park,Delivered,1,1,262126.0,2023-04-18,2023-11-02,2024-04-15,BROOKFIELD (COLORADO) MANAGEMENT LLC,2023-LOG-0002064,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2317 N RALEIGH ST,2317 N RALEIGH ST,2317 N RALEIGH ST,Sloan Lake,Delivered,1,1,700000.0,2020-11-23,2021-02-26,,VINTAGE DENVER HOMES LLC,2317 N RALEIGH ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0003304,10344 E 60TH PL,10344 E 60TH PL,Central Park,Delivered,1,1,239226.0,2019-07-12,2019-07-15,2020-05-05,WEEKLEY HOMES LLC,2019-LOG-0003304,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0003925,20369 E 52ND AVE,20369 E 52ND AVE,Gateway - Green Valley Ranch,Delivered,1,1,225370.0,2018-08-07,2018-08-21,2019-02-21,OAKWOOD HOMES LLC,2018-LOG-0003925,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2017-LOG-0005688,3724 N GILPIN ST 200 UNIT,3724 N GILPIN ST 200 UNIT,Cole,Delivered,1,1,25000.0,2018-02-12,2018-02-20,2018-08-13,ROOT DEVELOPMENT LLC,2017-LOG-0005688,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0004919,5366 N WALDEN CT,5366 N WALDEN CT,Gateway - Green Valley Ranch,Delivered,1,1,187248.0,2018-09-19,2018-10-01,2019-06-12,OAKWOOD HOMES LLC,2018-LOG-0004919,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
3282 W 19TH AVE,3282 W 19TH AVE,3282 W 19TH AVE,West Colfax,Delivered,1,1,118000.0,2018-08-30,2018-10-12,2020-02-25,DENVER DESIGN BUILD LLC,3282 W 19TH AVE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0003233,9312 E 58TH AVE RESIDENCE,9312 E 58TH AVE RESIDENCE,Central Park,Delivered,1,1,170175.0,2018-08-29,2018-09-04,2018-12-21,BOULDER CREEK BUILDERS LLC,2018-LOG-0003233,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0004325,6170 N DALLAS WAY,6170 N DALLAS WAY,Central Park,Delivered,1,1,254730.0,2021-05-21,2021-05-25,,BROOKFIELD (COLORADO) MANAGEMENT LLC,2021-LOG-0004325,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2017-LOG-0006110,1440 N ZENOBIA ST,1440 N ZENOBIA ST,West Colfax,Delivered,1,1,190000.0,2018-03-08,2018-03-20,2019-07-17,JUST BUILDERS CO LLC,2017-LOG-0006110,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0004232,18571 E 47TH AVE,18571 E 47TH AVE,Gateway - Green Valley Ranch,Delivered,1,1,145449.0,2021-05-17,2021-06-29,2022-02-08,OAKWOOD HOMES LLC,2021-LOG-0004232,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0000551,4383 N ELIZABETH ST,4383 N ELIZABETH ST,Elyria Swansea,Delivered,1,1,159390.0,2019-02-12,2019-02-19,2020-03-20,HABITAT FOR HUMANITY OF METRO DENVER INC,2019-LOG-0000551,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1737 N IRVING ST 103 UNIT,1737 N IRVING ST 103 UNIT,1737 N IRVING ST 103 UNIT,West Colfax,Delivered,1,1,152500.0,2017-09-29,2018-10-04,2020-03-20,TUFT CONSTRUCTION AND DEVELOPMENT INC,1737 N IRVING ST 103 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2020-LOG-0001283,15992 E WARNER DR,15992 E WARNER DR,Gateway - Green Valley Ranch,Delivered,1,1,198197.0,2020-04-07,2020-05-21,2020-12-22,WILLIAM LYON HOMES INC COLORADO DIVISION-VILLAGE HOMES,2020-LOG-0001283,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1826 N IRVING ST 7 UNIT,1826 N IRVING ST 7 UNIT,1826 N IRVING ST 7 UNIT,West Colfax,Delivered,1,1,157824.0,2018-03-19,2018-08-17,2019-12-31,DIRC HOMES LLC,1826 N IRVING ST 7 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2017-LOG-0006010,4780 N JASPER ST,4780 N JASPER ST,Gateway - Green Valley Ranch,Delivered,1,1,152838.0,2017-12-21,2018-01-03,2018-05-29,WILLIAM LYON HOMES INC COLORADO DIVISION-VILLAGE HOMES,2017-LOG-0006010,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2017-LOG-0005320,5353 N URAVAN ST,5353 N URAVAN ST,Gateway - Green Valley Ranch,Delivered,1,1,351992.0,2017-11-07,2018-01-05,2018-02-26,OAKWOOD HOMES LLC,2017-LOG-0005320,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2017-LOG-0006357,4760 N JASPER ST,4760 N JASPER ST,Gateway - Green Valley Ranch,Delivered,1,1,152867.0,2018-01-11,2018-02-05,2018-06-15,WILLIAM LYON HOMES INC COLORADO DIVISION-VILLAGE HOMES,2017-LOG-0006357,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2024-LOG-0008927,1750 N Gilpin ST SFR,1750 N Gilpin ST SFR,City Park West,Delivered,1,1,0.0,2024-10-17,2024-10-28,2024-12-04,HOME OWNER,2024-LOG-0008927,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
6880 E ARCHER DR,6880 E ARCHER DR,6880 E ARCHER DR,Lowry Field,Delivered,1,1,117986.0,2018-09-05,2018-11-20,2020-02-28,SEAN SMITH CONSTRUCTION INC,6880 E ARCHER DR,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2193 S CLERMONT ST,2193 S CLERMONT ST,2193 S CLERMONT ST,University Hills,Delivered,1,1,128810.0,2018-03-13,2019-01-11,2020-03-18,DAWN DEVELOPMENT INC,2193 S CLERMONT ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0000995,120 W VASSAR AVE,120 W VASSAR AVE,Overland,Delivered,1,1,175000.0,2018-04-01,2019-11-19,,5280 CONTRACTING LTD,2018-LOG-0000995,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
4312 N TENNYSON ST 5 UNIT,4312 N TENNYSON ST 5 UNIT,4312 N TENNYSON ST 5 UNIT,Berkeley,Delivered,1,1,203260.0,2019-01-08,2019-08-14,2020-10-21,MAG BUILDERS INC,4312 N TENNYSON ST 5 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0000063,5866 N BOSTON CT,5866 N BOSTON CT,Central Park,Delivered,1,1,386000.0,2018-01-24,2018-09-19,2019-04-15,INFINITY HOME COLLECTION AT STAPLETON LLC,2018-LOG-0000063,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2017-LOG-0005633,9397 E 59TH AVE,9397 E 59TH AVE,Central Park,Delivered,1,1,273951.0,2017-11-28,2018-02-08,2018-09-18,THB SF LLC,2017-LOG-0005633,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2020-LOG-0001601,18679 E 54TH PL,18679 E 54TH PL,Gateway - Green Valley Ranch,Delivered,1,1,106249.0,2020-04-06,2020-04-23,2020-11-22,OAKWOOD HOMES LLC,2020-LOG-0001601,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
4320 N TENNYSON ST 5 UNIT,4320 N TENNYSON ST 5 UNIT,4320 N TENNYSON ST 5 UNIT,Berkeley,Delivered,1,1,203260.0,2019-01-08,2019-08-14,2020-08-26,MAG BUILDERS INC,4320 N TENNYSON ST 5 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0006755,4 POLO CLUB DR,4 POLO CLUB DR,Belcaro,Delivered,1,1,4200000.0,2019-04-02,2019-07-09,2022-05-12,A J KIRKEGAARD CONTRACTORS INC,2018-LOG-0006755,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0001405,9352 E 59TH SOUTH DR,9352 E 59TH SOUTH DR,Central Park,Delivered,1,1,433473.0,2019-04-09,2019-08-02,2019-11-07,THB SF LLC,2019-LOG-0001405,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0004446,5780 N BOSTON ST,5780 N BOSTON ST,Central Park,Delivered,1,1,152851.0,2018-08-30,2018-09-14,2019-04-09,BOULDER CREEK BUILDERS LLC,2018-LOG-0004446,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0000943,5823 N GENEVA ST,5823 N GENEVA ST,Central Park,Delivered,1,1,234679.0,2019-03-11,2019-03-26,2019-07-15,KB HOME COLORADO INC,2019-LOG-0000943,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2020-LOG-0000550,20487 E 53RD AVE,20487 E 53RD AVE,Gateway - Green Valley Ranch,Delivered,1,1,177929.0,2020-02-13,2020-03-04,2020-07-21,OAKWOOD HOMES LLC,2020-LOG-0000550,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2015-LOG-R000047,444 N GARFIELD ST RESIDENCE,444 N GARFIELD ST RESIDENCE,Cherry Creek,Delivered,1,1,500000.0,2015-01-16,2018-09-13,2018-10-05,SQUIBB ESTATES INC,2015-LOG-R000047,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0001618,5859 N BOSTON ST,5859 N BOSTON ST,Central Park,Delivered,1,1,68936.0,2018-04-25,2018-08-14,2018-12-04,BOULDER CREEK BUILDERS LLC,2018-LOG-0001618,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0005134,4971 N LIVERPOOL ST,4971 N LIVERPOOL ST,Gateway - Green Valley Ranch,Delivered,1,1,351385.0,2019-10-24,2019-12-12,2020-05-07,OAKWOOD HOMES LLC,2019-LOG-0005134,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0003721,20475 E 51ST PL,20475 E 51ST PL,Gateway - Green Valley Ranch,Delivered,1,1,329038.0,2019-07-31,2019-08-27,2019-12-20,OAKWOOD HOMES LLC,2019-LOG-0003721,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0000639,17938 E 52ND AVE,17938 E 52ND AVE,Gateway - Green Valley Ranch,Delivered,1,1,215728.0,2018-02-23,2018-03-07,2018-06-19,OAKWOOD HOMES LLC,2018-LOG-0000639,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1575 N GROVE ST 2 UNIT,1575 N GROVE ST 2 UNIT,1575 N GROVE ST 2 UNIT,West Colfax,Delivered,1,1,181000.0,2018-04-04,2018-11-13,2020-06-25,DAWN DEVELOPMENT INC,1575 N GROVE ST 2 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2017-LOG-0005734,2144 S CHEROKEE ST,2144 S CHEROKEE ST,Overland,Delivered,1,1,143878.0,2018-02-21,2018-02-26,2018-09-25,M & B CONSTRUCTION SERVICES INC,2017-LOG-0005734,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0002349,15495 E 47TH DR,15495 E 47TH DR,Gateway - Green Valley Ranch,Delivered,1,1,294758.0,2019-05-22,2019-06-18,2019-11-13,WILLIAM LYON HOMES INC COLORADO DIVISION-VILLAGE HOMES,2019-LOG-0002349,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
4085 N KALAMATH ST RESIDENCE,4085 N KALAMATH ST RESIDENCE,4085 N KALAMATH ST RESIDENCE,Sunnyside,Delivered,1,1,370748.0,2020-12-18,2021-03-18,2021-11-05,LINCO ENTERPRISES LLC,4085 N KALAMATH ST RESIDENCE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2929 LAWRENCE ST 5 UNIT,2929 LAWRENCE ST 5 UNIT,2929 LAWRENCE ST 5 UNIT,Five Points,Delivered,1,1,170000.0,2018-12-26,2019-12-19,2021-01-26,SCHNEIDER BUILDING COMPANY LLC,2929 LAWRENCE ST 5 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0001122,9986 E 59TH PL,9986 E 59TH PL,Central Park,Delivered,1,1,429125.0,2019-03-19,2019-11-19,2020-06-05,INFINITY HOME COLLECTION AT STAPLETON LLC,2019-LOG-0001122,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
4015 N BRYANT ST,4015 N BRYANT ST,4015 N BRYANT ST,Sunnyside,Delivered,1,1,411000.0,2019-07-26,2021-08-25,,BULLDOG RENOVATIONS LLC,4015 N BRYANT ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
3123 N HUMBOLDT ST ADU GARAGE,3123 N HUMBOLDT ST ADU GARAGE,3123 N HUMBOLDT ST ADU GARAGE,Whittier,Delivered,1,1,125000.0,2019-08-09,2020-01-07,2021-03-03,SBP BUILDERS LLC,3123 N HUMBOLDT ST ADU GARAGE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
211 N GARFIELD,211 N GARFIELD,211 N GARFIELD,Cherry Creek,Delivered,1,1,421672.0,2019-02-11,2019-08-06,2021-04-21,DENVER DESIGN BUILD LLC,211 N GARFIELD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0005332,3431 N COLUMBINE ST 1/2,3431 N COLUMBINE ST 1/2,Clayton,Delivered,1,1,20000.0,2023-09-14,2023-09-15,2023-12-28,DENVER CUSTOM BUILDERS LLC,2023-LOG-0005332,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0001236,9389 E 57TH PL,9389 E 57TH PL,Central Park,Delivered,1,1,289798.0,2018-07-31,2018-09-05,2019-03-20,THB SF LLC,2018-LOG-0001236,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0001763,4738 N JASPER ST,4738 N JASPER ST,Gateway - Green Valley Ranch,Delivered,1,1,141264.0,2019-04-24,2019-05-13,2019-09-24,WILLIAM LYON HOMES INC COLORADO DIVISION-VILLAGE HOMES,2019-LOG-0001763,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2951 E EVANS AVE,2951 E EVANS AVE,2951 E EVANS AVE,University Park,Delivered,1,1,389142.0,2018-08-27,2018-10-09,,BOTNICK REALTY INC,2951 E EVANS AVE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0006156,4714 N HANNIBAL ST,4714 N HANNIBAL ST,Gateway - Green Valley Ranch,Delivered,1,1,229445.0,2018-12-10,2018-12-28,2019-05-14,WILLIAM LYON HOMES INC COLORADO DIVISION-VILLAGE HOMES,2018-LOG-0006156,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0000532,6371 N HANOVER ST,6371 N HANOVER ST,Central Park,Delivered,1,1,218469.0,2022-03-20,2022-09-28,2022-12-15,BOULDER CREEK BUILDERS LLC,2022-LOG-0000532,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2851 W 23RD AVE 5 UNIT,2851 W 23RD AVE 5 UNIT,2851 W 23RD AVE 5 UNIT,Jefferson Park,Delivered,1,1,300000.0,2018-03-14,2018-05-18,2020-01-21,700 BUILDERS LLC,2851 W 23RD AVE 5 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2017-LOG-0006115,1071 S CORONA ST,1071 S CORONA ST,Washington Park West,Delivered,1,1,433814.0,2018-02-15,2018-04-17,2019-05-06,LARSEN DEVELOPMENT COMPANY,2017-LOG-0006115,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2020-LOG-0000147,4563 N MEADE ST ADU,4563 N MEADE ST ADU,Berkeley,Delivered,1,1,150000.0,2020-04-28,2020-05-12,2020-11-03,CG BUILDERS INC,2020-LOG-0000147,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0000509,3295 NAVAJO,3295 NAVAJO,Highland,Delivered,1,1,250000.0,2018-04-03,2018-07-18,2019-08-29,LUMEN HOMES LLC,2018-LOG-0000509,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1029 N JULIAN ST,1029 N JULIAN ST,1029 N JULIAN ST,Villa Park,Delivered,1,1,133000.0,2018-06-01,2018-12-20,2020-05-27,ZACKERY ENTERPRISES,1029 N JULIAN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2020-LOG-0000619,5360 N ANDES ST,5360 N ANDES ST,Gateway - Green Valley Ranch,Delivered,1,1,136752.0,2020-02-20,2020-02-27,2020-09-14,OAKWOOD HOMES LLC,2020-LOG-0000619,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0005947,18626 E 53RD DR,18626 E 53RD DR,Gateway - Green Valley Ranch,Delivered,1,1,152908.0,2019-11-19,2019-12-04,2020-09-14,OAKWOOD HOMES LLC,2019-LOG-0005947,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0000088,1190 S VINE ST,1190 S VINE ST,Washington Park,Delivered,1,1,0.0,2021-01-21,2021-07-15,2021-10-29,WORK SHOP DENVER,2021-LOG-0000088,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2017-LOG-0004150,3440 N SHOSHONE ST,3440 N SHOSHONE ST,Highland,Delivered,1,1,428000.0,2018-02-14,2018-04-03,2019-02-04,MCHUGH CONSTRUCTION LLC,2017-LOG-0004150,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0004377,4492 N ZENOBIA ST,4492 N ZENOBIA ST,Berkeley,Delivered,1,1,35000.0,2019-09-20,2019-11-21,2020-06-23,HAMILTON HOMES,2019-LOG-0004377,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2020-LOG-0004171,6490 N CEYLON CT,6490 N CEYLON CT,DIA,Delivered,1,1,185733.0,2020-09-03,2020-09-16,2021-03-18,WILLIAM LYON HOMES INC,2020-LOG-0004171,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2020-LOG-0001686,10103 E 60TH AVE,10103 E 60TH AVE,Central Park,Delivered,1,1,217462.0,2020-04-07,2020-05-14,2020-10-27,THB SF LLC,2020-LOG-0001686,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0005866,4990 N MALAYA ST,4990 N MALAYA ST,Gateway - Green Valley Ranch,Delivered,1,1,367174.0,2018-11-21,2018-12-17,2019-04-17,OAKWOOD HOMES LLC,2018-LOG-0005866,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0002211,4783 N KALISPELL ST,4783 N KALISPELL ST,Gateway - Green Valley Ranch,Delivered,1,1,184032.0,2018-05-21,2018-06-06,2018-11-09,WILLIAM LYON HOMES INC COLORADO DIVISION-VILLAGE HOMES,2018-LOG-0002211,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0006447,20405 E 52ND AVE,20405 E 52ND AVE,Gateway - Green Valley Ranch,Delivered,1,1,227021.0,2018-12-20,2019-02-15,2019-07-29,OAKWOOD HOMES LLC,2018-LOG-0006447,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2020-LOG-0001281,15982 E WARNER DR,15982 E WARNER DR,Gateway - Green Valley Ranch,Delivered,1,1,164408.0,2020-04-07,2020-07-30,2020-12-18,WILLIAM LYON HOMES INC COLORADO DIVISION-VILLAGE HOMES,2020-LOG-0001281,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
